date,open,high,low,close,market_cap,avg_block_size,blocks_size,cost_per_transaction_percent,cost_per_transaction,difficulty,est_transaction_volume_USD,est_transaction_volume,hash_rate,median_confirmation_time,miners_revenue,n_transactions_excl_chains_longer_than_100,n_transactions_excl_popular,n_transactions_per_block,n_transactions,n_unique_addresses,output_volume,total_bitcoins,trade_volume,transaction_fees_USD,transaction_fees,mempool_count_mean,mempool_count_stddev,mempool_count_min,mempool_count_max,mempool_growth_mean,mempool_growth_stddev,mempool_growth_min,mempool_growth_max,mempool_size_mean,mempool_size_stddev,mempool_size_min,mempool_size_max,wallets_created,transactions_per_sec_mean,transactions_per_sec_stddev,transactions_per_sec_min,transactions_per_sec_max,utxo_count_mean,utxo_count_stddev,utxo_count_min,utxo_count_max,news_stories_total,news_stories_positive,news_stories_negative,news_stories_neutral
8/15/2018,6221.42,6588.49,6221.42,6308.52,1.08582E+11,0.791067155,179019.7901,1.475061622,52.61151558,6.38932E+12,877651821.2,137937.5115,51135961.07,7.933333333,12945905.19,156602,234158,1528.360248,246066,539382,1053753.716,17211925,702473673.1,141017.8858,22.16329503,2410.397569,2237.781205,73,11603.5,1235.907315,1468.51787,406.6833333,46400.53333,1119034.588,1057388.334,22990,4939134.5,664964457,2.868483796,0.915581399,1.483333333,23.08333333,54741482.92,28091.19813,54683048,54766535,732,274,314,144
8/14/2018,6287.66,6287.94,5971.05,6199.71,1.06696E+11,1.011792919,178892.4282,0.987919803,42.18803228,6.38932E+12,1057442607,174756.6776,43195594.44,9.433333333,10446684.93,153740,234876,1820.75,247622,514444,1171296.375,17209912.5,663944638.2,160082.6781,26.45582537,5553.418924,5238.854956,96,19995,1345.957326,1335.35154,418,38340.51667,3103123.072,2942173.794,33570,11080057.5,664255888,2.869641204,0.880822141,1.533333333,19.18333333,54656618.88,10179.67431,54644499,54674472,746,269,324,153
8/13/2018,6341.36,6537.05,6225.72,6297.57,1.0837E+11,0.906496873,178754.8244,1.438320545,54.12072678,6.38932E+12,836197121.4,131745.3756,47642199.75,8.9,12027194.99,142036,212531,1481.526667,222229,459525,920752.3543,17208212.5,401920311.8,126438.7417,19.92080467,2958.535069,1985.689936,64.5,8231,1343.687361,1312.52269,277.6333333,42416.1,1726477.862,1228256.679,19935.5,6697267.5,663608194,2.556481481,0.911849666,0.816666667,22.31666667,54657501.92,11905.90342,54633120,54672592,683,254,283,146
8/12/2018,6283.65,6409.85,6237.5,6322.69,1.0879E+11,0.584546742,178618.8499,3.68588648,74.57674276,6.38932E+12,333934428,52911.97294,49230273.08,7.783333333,12308443.93,110772,158066,1064.8,165044,361543,606237.6112,17206337.5,441814690.7,80626.32856,12.77525693,1337.352199,1045.327603,51.5,5156,894.2684722,1184.765708,229.5833333,40711.08333,610197.8854,476696.7263,15200,3501319,662774546,1.899351852,0.642427638,0.866666667,18.36666667,54643888.25,8824.825665,54625273,54655474,421,152,217,52
8/11/2018,6185.79,6455.74,6109.03,6295.73,1.08314E+11,0.611510918,178528.2451,2.613642276,68.91111723,6.19784E+12,507380742.1,81893.01673,53994493.05,7.016666667,13261117.58,122773,183843,1131.988235,192438,389255,800612.2622,17204400,600288986.9,95354.2437,15.39050663,1600.851736,1381.551932,61,7692,1037.17816,1305.050231,293.7333333,47440.43333,788439.6837,723899.8392,19058,3731045.5,661733239,2.243900463,0.760530293,1.15,22.91666667,54601861.21,6202.45335,54592355,54617946,422,162,218,42
8/10/2018,6571.42,6591.26,6124.52,6184.71,1.06391E+11,0.792378119,178424.2883,1.875046115,62.80342793,5.94944E+12,757467749.9,118419.1951,52051671.92,6.283333333,14202869.62,139133,216581,1284.931818,226148,510029,973946.0398,17202275,486037319.6,130581.353,20.41451761,1822.102315,1421.674065,49,6820,1380.888854,1323.032806,310.0166667,35551.21667,1168628.199,1034339.54,13836,4852754.5,660442074,2.601053241,0.817377859,1.166666667,17.85,54599041.96,10769.33568,54574403,54622449,762,316,323,123
8/9/2018,6305.56,6625.73,6249.07,6568.23,1.12974E+11,0.804355664,178284.8297,1.285489768,54.18494975,5.94944E+12,937131001.4,146500.5988,44066472.25,7.916666667,12046723.14,138534,212428,1492.120805,222326,467196,1117999.488,17200075,616864330.7,132734.3567,20.7502075,4376.561343,4700.512226,73.5,17363,1180.333218,1201.156254,296.4833333,32057.25,3037318.156,3743516.104,26422,11637452,659025567,2.566666667,0.88484569,1.1,16.55,54554128.88,11437.47346,54521966,54575105,772,302,317,153
8/8/2018,6746.85,6746.85,6226.22,6305.8,1.08448E+11,0.81295779,178164.9807,1.62807999,54.36505624,5.94944E+12,785753515.1,121815.3207,46432457.33,8.433333333,12792695.75,146894,222509,1498.796178,235311,498557,1327631.369,17198212.5,717117072.3,133850.6617,20.75086011,2367.409028,1821.848284,69.5,8673.5,1231.199919,1527.485665,348.45,43835.56667,1205054.492,1151420.433,20559.5,7726299.5,493301801,2.705949074,0.895508931,1.083333333,21.18333333,54506855.83,9798.611817,54480805,54520684,745,287,300,158
8/7/2018,6958.32,7146.56,6748.24,6753.12,1.16128E+11,1.016458437,178037.3464,2.029908762,56.28195175,5.94944E+12,646148619.5,93901.52773,44657968.52,7.616666667,12988132.88,148187,222137,1543.344371,233045,477950,1138346.253,17196237.5,367996501.8,128094.5694,18.61533926,3116.784722,1819.593953,71.5,9522,1345.574352,1195.457689,354.95,21892.36667,8771424.779,4416599.423,21218.5,17322578.5,109357946,2.677673611,0.770298994,1.2,13.63333333,54521300.54,23649.24349,54473751,54545179,797,320,332,145
8/6/2018,7062.94,7166.55,6890.54,6951.8,1.19532E+11,1.050986702,177883.8611,1.576899134,53.25904562,5.94944E+12,738335124.6,104968.6978,38743005.8,14.45,11517945.75,141896,208649,1668.755725,218607,452409,1259506.28,17194350,321607416.5,124854.4349,17.7504862,3698.796528,2254.793816,66.5,10755.5,1504.628021,1657.711141,320.0166667,46117.11667,9544533.815,7164368.193,21774,21441475.5,81874346,2.548333333,0.890508986,1,23,54569009,12815.6016,54549753,54593132,703,306,258,139
8/5/2018,7031.08,7102.77,6940.7,7068.48,1.21526E+11,0.578105369,177746.1819,3.77762846,81.96015649,5.94944E+12,373567222.2,53304.07567,47319701.74,9.825,14016460,113824,165613,1076.13125,172181,374556,1022297.11,17192712.5,444011358.3,95521.70395,13.6299328,1193.767708,943.1101874,67,4606,888.537338,1030.721059,208.6166667,26773.15,567687.4788,520379.0208,19092,3442386,108933591,1.93412037,0.61745309,0.716666667,13.25,54564255.79,19351.70228,54520068,54588032,233,104,85,44
8/4/2018,7438.67,7497.49,6984.07,7032.85,1.209E+11,0.574082176,177653.685,3.367082198,86.06518985,5.94944E+12,489889914.2,65849.13587,52051671.92,6.05,16381955.16,123992,184081,1088.960227,191657,416160,966188.4193,17190712.5,450885758.3,127920.0905,17.19453121,1194.621875,985.695941,67.5,5265,982.6181597,1046.725253,233.15,35187.98333,554373.0382,477656.2849,20382,2829494.5,81492661,2.202152778,0.707068285,0.833333333,18.45,54500306.71,26386.46195,54450864,54529945,459,171,225,63
8/3/2018,7562.14,7562.14,7328.65,7434.39,1.27786E+11,0.834025711,177552.6465,1.678224431,68.95540357,5.94944E+12,944451756.1,125025.881,49094190.56,7.866666667,15674653.75,146467,219270,1384.692771,229859,537622,982848.1276,17188512.5,473049731.7,175366.3603,23.21487948,3214.275,2625.303181,68.5,11669.5,1342.814039,1201.760413,316.4333333,34274.16667,2762885.126,2813539.656,27314.5,10628105,108407987,2.654895833,0.766760922,1.166666667,17.38333333,54430139.83,14212.61936,54406046,54451389,774,343,312,119
8/2/2018,7634.19,7712.77,7523.44,7567.15,1.30052E+11,0.806938451,177414.1983,1.421315053,65.41608789,5.94944E+12,1034978973,136332.1266,45249464.79,12.95,14541709.8,142522,215280,1469.75817,224873,470016,920947.2215,17186437.5,436605505.4,191376.9312,25.20903778,2428.596528,2026.754695,75,10130,1159.544583,1145.473132,261.7666667,24921.08333,1282791.734,1107842.497,24561.5,5042515,81161348,2.558657407,0.783415692,0.966666667,15.06666667,54384519.42,8448.355111,54370058,54398902,788,324,342,122
8/1/2018,7769.04,7769.04,7504.95,7624.91,1.3103E+11,0.990541167,177290.7367,2.012036757,60.57818146,5.94944E+12,725732624.9,94246.95109,44362220.38,8.166666667,14445819.08,155175,230531,1606.96,241044,495639,905661.7549,17184525,709577850.3,163888.4227,21.2832986,3288.188889,3057.880315,94.5,14782,1505.51316,1725.563325,380.4833333,41374.33333,6494481.688,5658431.065,28020,16433059,81044754,2.753738426,0.912095659,1,20.25,54418356.92,9935.157223,54384136,54431808,751,307,293,151
7/31/2018,8181.2,8181.53,7696.93,7780.44,1.33688E+11,0.950214048,177142.1555,1.612139874,62.57714279,5.94944E+12,943144367.8,115565.8389,43474975.98,8.466666667,14996021.25,155911,231945,1652.904762,242977,500311,871944.3434,17182650,685149433.6,208785.174,25.5829697,3415.708449,2924.19459,73.5,12682.5,1391.319722,1319.310219,175.4333333,39611.98333,3489255.928,3611419.537,27031,12609056,107815493,2.81037037,0.955751246,1.016666667,21.41666667,54441579.38,15392.0059,54407821,54460275,855,349,364,142
7/30/2018,8221.58,8235.5,7917.5,8180.48,1.40547E+11,0.911087888,177002.4741,1.593963371,60.71469786,5.94944E+12,879598687.6,106625.9066,39630250.21,9.716666667,13817728.25,153243,221291,1723.313433,230924,479274,874826.1623,17180812.5,381316455.5,202752.6391,24.57789474,3397.553472,2632.026027,61.5,11849.5,1195.519167,1016.939959,291.1166667,30102.41667,1981559.374,1706774.144,23692.5,6488789.5,107627174,2.668506944,0.91085767,1.1,17.35,54391520.25,16416.34934,54368830,54420962,844,313,365,166
7/29/2018,8205.82,8272.26,8141.18,8218.46,1.41186E+11,0.539320924,176880.3883,2.413290645,104.2233261,5.59579E+12,727303100.4,88703.39681,50277183.1,7.8,17431648.02,112020,161879,990.6294118,168407,380500,661003.3242,17179137.5,261609974.1,128488.933,15.67077716,1618.314583,1701.581433,59.5,8765,874.8053935,1015.436695,274.4,33994.15,765570.8052,869714.0207,17294.5,4150115,80569958,1.93869213,0.696912088,0.983333333,19.03333333,54361804.08,16934.76183,54323481,54383336,503,163,299,41
7/28/2018,8169.06,8222.85,8110.77,8192.15,1.40717E+11,0.759045938,176788.7037,2.937671263,79.14850324,5.17867E+12,507162123.3,62268.66951,37327804.6,12.775,14770485.99,125391,181724,1298.193103,188238,395733,658610.4744,17177012.5,437067809.3,136414.7026,16.74880998,2345.752431,1982.377588,59.5,9512.5,1059.565,1027.030754,299.8,24309.56667,1397901.45,1253317.918,17718,4864722.5,80465716,2.168414352,0.665426685,1.066666667,13.58333333,54334627.25,13956.37371,54309261,54360153,431,145,225,61
7/27/2018,7950.4,8262.66,7839.76,8165.01,1.40236E+11,0.886276054,176678.6421,1.916446421,72.94164601,5.17867E+12,873105273.5,110006.939,42991333.57,10.425,16568111.75,147857,217969,1373.634731,229397,517777,975850.5305,17175200,657006646,164483.0206,20.72404572,1912.222917,1365.536207,72,7129,1496.896725,1098.678958,358.2833333,31040.58333,1555862.96,1087585.816,22800.5,6137748.5,107123924,2.649351852,0.854299357,1.166666667,17.63333333,54330428.25,7434.676252,54322092,54346010,855,312,373,170
7/26/2018,8176.85,8290.33,7878.71,7951.58,1.36553E+11,0.771370909,176530.634,2.060979831,73.84096036,5.17867E+12,830061488.1,101232.4427,42476467.3,7.283333333,16911592.5,148369,221949,1404.115152,231679,479849,880778.2036,17173112.5,506038858.7,195807.3543,23.88022702,2240.598611,1936.26807,58.5,9536.5,1245.745394,1229.454518,391.3333333,43005.2,1407603.601,1229335.669,14963,4748681.5,80204041,2.649791667,0.860743306,1.3,24.56666667,54318888,14217.79568,54282200,54336435,861,303,387,171
7/25/2018,8379.66,8416.87,8086.36,8181.39,1.40483E+11,0.965074492,176403.3578,1.83477644,75.48921382,5.17867E+12,1029444503,122048.8842,45565664.92,10.35,18661751.63,153746,238580,1413.60452,250208,525951,996984.0171,17171050,864732263.1,226253.5869,26.82417337,2409.924479,2059.670609,48,10570.5,1671.513461,1575.710947,451.9666667,40643.4,4488194.553,4005670.239,15460.5,12997236.5,106782768,2.866782407,0.913838471,1.5,20.75,54326417.63,24433.2688,54270959,54354490,920,339,403,177
7/24/2018,7716.51,8424.27,7705.5,8424.27,1.44635E+11,0.917435553,176232.5396,1.410107831,59.9496459,5.17867E+12,1102640516,143048.8439,40931868.49,12.125,15319928.25,158708,244147,1631.18239,259358,532883,1184540.435,17168837.5,823187997.8,228492.0108,29.64295029,3162.077315,2572.608563,73.5,10805.5,1458.541042,919.0459969,476.1833333,22228.43333,2727012.076,2378631.239,23853.5,9107400.5,79905062,3.000914352,0.879843244,1.55,13.85,54341009.08,16445.92447,54313945,54362259,953,323,453,177
7/23/2018,7414.71,7771.5,7409.1,7711.11,1.32375E+11,0.890057922,176086.6673,1.731014733,67.87000821,5.17867E+12,899750255.4,121380.8688,42733900.44,10.225,15381186.5,146459,220092,1382.409639,229480,473605,971437.9065,17166850,547531100.8,193622.9837,26.12072165,2429.647222,2128.883475,82,9902,1480.375845,1021.95849,312.7833333,15419.78333,2527301.11,2328042.83,29119,9230102.5,106345271,2.643171296,0.788634944,1.116666667,9.483333333,54378673.58,32076.3258,54317317,54415869,812,289,396,127
7/22/2018,7417.8,7537.95,7383.82,7418.49,1.27337E+11,0.451292709,175938.9177,4.368342438,101.6215338,5.17867E+12,388795191,52417.41808,46852830.6,5.7,16874334.75,109190,160823,918.2912088,167129,366445,583088.1688,17164775,233536540.4,109570.5727,14.77231882,1036.72662,953.6852775,33.5,5647.5,802.6411806,717.916189,269.3166667,21103.01667,433708.2264,401509.9951,9177,2791412.5,79616739,1.920451389,0.607459921,0.85,13.08333333,54362542.67,21337.02351,54320813,54393372,499,165,287,47
7/21/2018,7352.72,7437.64,7262.41,7419.29,1.27333E+11,0.715741226,175856.7824,2.413089182,68.63507931,5.17867E+12,525631984.8,71687.28798,35268339.52,8.933333333,12556546.63,116629,177593,1348.927007,184803,385949,642013.5658,17162500,425993493.9,127421.936,17.37819099,2156.827662,2049.105325,51,8854.5,953.8898032,1011.550702,249.0166667,34100.93333,1063710.618,1075401.249,22327,4614697.5,105945663,2.124814815,0.706657541,0.966666667,18.58333333,54309962.04,10525.04269,54291989,54325097,488,130,300,58
7/20/2018,7467.4,7594.67,7323.26,7354.13,1.26203E+11,0.815292727,175758.7259,1.778901606,64.81279613,5.17867E+12,821696098.6,109510.711,39644702.82,11.65,14443929.5,142353,215195,1464.474026,225529,496859,914113.8846,17160787.5,490150501.9,173235.598,23.08779797,3147.269444,3204.407796,59,13318,1225.498113,1190.667075,371.7833333,27626.28333,1745869.977,1657491.592,21735,6404969.5,79310902,2.603159722,0.765568505,1.133333333,16.78333333,54282552.75,16010.4282,54250558,54305916,754,262,373,119
7/19/2018,7378.2,7494.46,7295.46,7466.86,1.28123E+11,0.734628801,175633.1708,1.611577847,70.53032776,5.17867E+12,984877922.8,134422.7598,44021066.11,7,15668190.72,145742,214738,1316.017544,225039,465956,965781.9976,17158862.5,559342105.9,211210.4278,28.82741906,2810.521296,3112.918122,60,13455,1196.818843,1097.394025,353.3666667,31727.56667,1574314.751,1757313.196,18578.5,7448095.5,105558641,2.584328704,0.763059524,1.283333333,16.41666667,54243392.25,9775.122702,54222677,54260837,868,323,413,132
7/18/2018,7315.32,7534.99,7280.47,7370.78,1.26458E+11,1.046474247,175507.5493,1.530432455,68.03565085,5.17867E+12,1061451896,144196.2811,44793365.52,11.025,16010523,152168,226717,1372.235632,238769,494822,1137516.76,17156725,805118967.9,234281.3187,31.82668475,3790.467361,3771.500623,90.5,16272,1821.664398,1588.65063,691.7333333,40050.05,8598345.364,5797609.889,44181.5,21742928.5,79094500,2.744861111,0.943541651,1.4,20.61666667,54335101.54,49577.7671,54238633,54414024,872,318,419,135
7/17/2018,6739.65,7387.24,6684.17,7321.04,1.25589E+11,0.909335535,175325.4628,1.690614634,57.35278485,5.19962E+12,793711434.6,119036.1219,40931868.49,11.125,13252292.25,152423,223268,1471.484277,233966,487159,1062550.41,17154550,499528836.9,166309.411,24.94209666,2405.021701,1770.457323,58,9000.5,1470.117037,856.2846363,410.1666667,10001.41667,3780170.153,3716786.217,23404,12345923.5,105328665,2.679224537,0.732875102,1.35,7.533333333,54463575.83,19668.45019,54414861,54487944,899,301,435,163
7/16/2018,6357.01,6741.75,6357.01,6741.75,1.15638E+11,0.928807492,175180.8784,1.331614838,46.64062406,5.36368E+12,727979315.6,114418.4401,31995588.3,14.25,9550007.43,135570,198732,1732.016667,207842,431582,1215433.677,17152562.5,301675832.6,150235.5868,23.61292569,4709.976157,4473.447056,51,18099,1116.044896,1105.284505,290.1166667,35338,2798457.276,2545547.13,13007,10685911.5,78885215,2.428310185,0.928690095,1.033333333,20.93333333,54472984.75,8180.829065,54448512,54483215,826,290,385,151
7/15/2018,6272.7,6403.46,6256.51,6359.64,1.09075E+11,0.77394609,175069.4215,2.991630869,65.28198175,5.36368E+12,351656240.4,56082.39419,35461777.04,13.45,10424456.88,107826,154160,1211.661654,161151,346482,747510.6286,17151062.5,178134462,95799.76521,15.27821656,2373.917014,2885.54508,53,13747.5,842.6981019,798.0124117,246.9333333,25349.6,3847070.01,5218235.746,13033,17374010.5,78808215,1.854074074,0.669964618,0.85,14.78333333,54460562.96,16900.6802,54444312,54498536,543,139,348,56
7/14/2018,6247.5,6298.19,6212.22,6276.12,1.07631E+11,1.159489827,174966.4867,3.073183637,59.0196428,5.36368E+12,338915362.5,54585.49958,35461777.04,8.433333333,10322279.63,121376,169448,1326.879699,176475,362895,740316.1147,17149400,243555155.3,93211.83825,15.01264127,4132.041319,1442.646243,1242.5,9702.5,1155.679757,1642.266319,259.5833333,19708.63333,37392582.29,8516470.942,16054842,46306947.5,104975530,2.008969907,0.59556696,0.9,11.81666667,54647452.13,111192.0714,54500294,54810856,243,102,95,46
7/13/2018,6235.03,6310.55,6192.24,6238.05,1.06968E+11,1.113532706,174812.2745,1.72533593,53.56109038,5.36368E+12,645414306.8,104735.264,38128076.06,13.275,11015182.75,142329,199289,1453.874126,207904,473174,886209.1382,17147737.5,304859782.2,120382.1841,19.53514153,6251.296528,3678.66883,2516.5,17905,1565.429062,2193.5492,317.85,25172.86667,43229116.32,3340882.521,36023207,51167311,78643316,2.37625,0.656119354,1.033333333,14.66666667,54928166.71,57721.80023,54821015,55067867,567,237,217,113
7/12/2018,6396.78,6397.1,6136.42,6228.81,1.06799E+11,1.179159482,174653.0394,1.663848513,55.95043171,5.36368E+12,684429563.5,107049.001,37594816.26,8.233333333,11268737.63,141815,194808,1443.510638,203535,405287,821091.0248,17145950,313761610.2,119133.4929,18.63321237,4672.318056,2374.023909,1186.5,14286,1803.287141,2276.430733,374.7833333,26710.16667,36368857.74,7004721.018,17177349.5,45272419,104748150,2.406574074,0.674491369,1.033333333,11.25,55232138.25,93171.30619,55071286,55397194,748,270,356,122
7/11/2018,6330.77,6444.96,6330.47,6394.71,1.09632E+11,1.006592259,174486.7779,1.554714016,54.00752874,5.36368E+12,703800649.6,109855.7344,35995036.84,16,10811120.63,139517,192646,1500.762963,202603,413228,844523.6648,17144187.5,361861965.5,130966.7197,20.44250057,2993.174421,2206.867023,66.5,10702.5,1576.253623,1151.336691,452.2666667,30657.88333,7530359.642,6131646.173,39662.5,21508586.5,78444845,2.358055556,0.675538261,1.166666667,16.2,55507650.58,18002.84984,55456977,55535016,790,278,413,99
7/10/2018,6739.21,6767.74,6320.72,6329.95,1.08511E+11,0.971490577,174350.8879,1.482963332,58.49685388,5.36368E+12,852280394.7,127134.6818,39727855.48,14.275,12485753,149805,205157,1450.087248,216063,445233,1174009.988,17142500,385405419.2,153252.7402,22.86071401,3438.851389,2524.693202,60.5,12693.5,1349.23184,1354.456833,318.9666667,39223.51667,4886297.51,3974162.587,25657,12976352,104478368,2.455381944,0.768154889,1.183333333,21.48333333,55591265.58,28347.76424,55536176,55639845,744,260,397,87
7/9/2018,6775.08,6838.68,6724.34,6741.75,1.15558E+11,1.060415353,174206.1358,1.800801861,55.97333196,5.36368E+12,641995550.7,95508.90095,36261666.74,8.666666667,11427128,138913,196412,1518.720588,206546,425384,1048702.078,17140637.5,220403963.4,133939.8226,19.92606527,3244.420486,2064.784118,43.5,11982.5,1613.026829,985.6662599,616.6166667,21673.08333,9682115.21,4785286.72,25933.5,18815687.5,104348353,2.421226852,0.728200046,0.983333333,13.28333333,55704307.38,32669.56922,55640790,55746403,737,256,373,108
7/8/2018,6857.8,6885.91,6747.98,6773.88,1.16097E+11,0.592209538,174061.9193,2.367110266,84.56644232,5.36368E+12,556194054.9,84095.98944,42127524.6,10.975,13062255,106522,147552,985.3481013,155685,350856,751033.9137,17138937.5,285993884.5,103471.5728,15.64479917,1367.268403,1202.58137,54,7022.5,929.5833912,784.9789051,242.6166667,20592.13333,771298.1899,696293.6965,14752,3605075,78153382,1.803171296,0.535155826,0.833333333,12.48333333,55743381.42,8835.418919,55723248,55754500,502,154,298,50
7/7/2018,6668.71,6863.99,6579.24,6856.93,1.17507E+11,0.537210058,173968.3502,3.587444572,76.5419297,5.36368E+12,363054383,54818.12064,41594264.79,7.633333333,12914635.5,115422,162258,1090.769231,170160,357620,610695.2741,17136962.5,216238561.7,109739.2586,16.56969368,1379.052778,1138.616844,49.5,5923.5,818.0372222,554.9611038,241.9833333,9240.35,618357.6253,567074.8731,13491.5,3032134.5,78059138,1.93625,0.56837618,0.966666667,8.616666667,55705915.33,21103.94976,55658838,55731944,519,146,320,53
7/6/2018,6638.69,6700.94,6533.55,6673.5,1.14351E+11,0.685458581,173884.5455,1.645486617,65.49257767,5.36368E+12,799979138.3,122863.5225,42660784.4,6.583333333,13022240,130943,190932,1256.20625,200993,529417,968279.4495,17135012.5,309943305.9,141309.6637,21.70281974,1496.10162,1117.917561,34,5577.5,1076.383958,1049.234206,305.1166667,31222.68333,868200.7927,791345.0254,16897.5,4292250.5,103921527,2.309907407,0.705432875,0.95,17.6,55600409.25,53329.05933,55510438,55655816,746,287,346,113
7/5/2018,6599.71,6749.54,6546.65,6639.14,1.13748E+11,0.783748219,173774.8721,1.737459642,58.11656982,5.36368E+12,667645282.6,99701.07872,36528296.65,12.9,11467704.88,132195,188173,1456.934307,199600,413997,1032507.618,17133012.5,359185743.4,132362.4608,19.76600519,1963.793287,1570.469582,50.5,7832,1043.395405,1256.869035,247.5333333,34315.18333,1338277.291,1647274.06,19413.5,8520105,77814705,2.275625,0.786312033,0.833333333,19.81666667,55494236.58,9880.77786,55476722,55510245,712,242,373,97
7/4/2018,6550.87,6771.92,6450.46,6597.55,1.13025E+11,0.935352985,173667.4986,1.687298886,54.31817269,5.36368E+12,665699858.5,100547.9553,35728406.94,9.316666667,11089706,137514,195970,1543.19403,206788,435401,889925.0006,17131300,345023639.3,142640.2951,21.54452916,2431.882407,1688.86039,64,8983,1016.443611,796.1841029,257.0666667,13083.91667,4505815.8,5923651.555,19705,22302438,103593042,2.295300926,0.712022344,0.966666667,8.25,55462067.38,11010.3313,55437969,55477501,585,188,316,81
7/3/2018,6596.66,6671.37,6447.75,6529.59,1.11849E+11,1.113817009,173542.1613,1.123601762,45.22424088,5.36368E+12,872392592,131532.5988,30929068.69,17.475,9617154,150762,206030,1868.508621,216747,456149,1062622.83,17129625,356469308.6,185064.5374,27.90259772,7610.297454,3810.840449,1195.5,18724,1361.071667,1030.124198,299.4,14388.55,24516260.33,5498260.145,15086804,37074977.5,77570037,2.523622685,0.779634484,0.916666667,8.866666667,55502756.33,18405.02869,55464424,55530409,715,256,358,101
7/2/2018,6380.38,6683.86,6305.7,6614.18,1.13289E+11,0.987550149,173412.9585,1.586183802,57.30956946,5.17289E+12,720058629.1,112596.0709,37594816.26,8.25,11271293.25,133627,188232,1413.432624,199294,433257,997966.549,17128175,281178824.1,150160.0866,23.48063765,3548.361574,3139.251043,67,14508.5,1608.319271,947.0670325,489.95,27787.51667,7158148.561,6063938.946,37978.5,18540717.5,103255871,2.375625,0.870261026,0.7,17.06666667,55564473.13,22445.84126,55519372,55588753,729,263,356,110
7/1/2018,6411.68,6432.85,6289.29,6385.82,1.09366E+11,0.705291442,173273.7139,1.187565064,75.3937329,5.0775E+12,991949405.1,156142.4251,37103365.37,8.133333333,11673361.88,107459,148141,1062.904762,156247,341861,858834.3038,17126412.5,224327884.6,106682.7087,16.7928896,1324.027778,1141.005226,43,6517.5,1023.204734,733.4384479,148.25,20600.25,835356.1388,665919.6587,13806.5,3202642,77331606,1.781319444,0.569756286,0.633333333,12.4,55602406.21,8191.506338,55590610,55619313,565,179,347,39
6/30/2018,6214.22,6465.51,6214.22,6404,1.09666E+11,0.987340128,173170.0361,2.15627987,58.73561376,5.0775E+12,493208885.1,82832.66576,35588942.3,12.375,10494418.5,129436,172009,1284.148936,181065,368307,738220.8729,17124575,489427084.1,140545.4062,23.60409759,2168.196296,2002.284266,52.5,10399,1430.242176,1200.368286,233.2333333,38532.06667,3350373.105,2667638.079,37330.5,11057767.5,77266202,2.070381944,0.716061777,0.716666667,20.16666667,55683471.17,46933.47737,55609242,55745224,1033,421,569,43
6/29/2018,5898.13,6261.66,5835.75,6218.3,1.06475E+11,0.746513298,173030.8211,1.737033004,57.60989406,5.0775E+12,656285943.9,110240.3139,38112980.76,7.866666667,11236721.63,131044,188020,1310.470199,197881,453050,1080974.502,17122812.5,414797814.1,163181.8222,27.41063627,1734.764583,1262.294227,64,6076,1081.432303,941.7122085,251.45,25427.91667,848288.5613,596238.7149,21728.5,3316607.5,102882412,2.241064815,0.62057547,0.7,13.76666667,55716610.33,25390.46685,55680526,55747076,1135,417,553,165
6/28/2018,6153.16,6170.41,5873.05,5903.44,1.01072E+11,0.689429567,172918.0976,1.735857773,65.1275547,5.0775E+12,703945479.4,114621.099,39627403.83,11.1,12052693.75,129211,178519,1195.057325,187624,396405,912811.9757,17120925,262900494.4,166798.5735,27.15925646,1716.742708,1376.719025,68,7882,960.757662,782.5204618,280.4166667,23448.33333,1144247.698,1585425.124,23715.5,11082342,102594298,2.177164352,0.590694269,0.983333333,13.46666667,55671585.71,12615.06799,55652980,55692060,1371,533,713,125
6/27/2018,6084.4,6180,6052.85,6157.13,1.05404E+11,1.088043074,172809.8572,1.191532305,50.28921213,5.0775E+12,795615808.3,129636.3392,30540865.37,17.025,9288788.415,129235,179985,1557.933884,188510,397865,991757.0355,17118962.5,345979167.6,197368.2529,32.15886049,5062.12581,2644.077134,1144,12637,1291.735197,970.5574915,307.8833333,23642.68333,16523475.72,4327828.048,6116788.5,22927955.5,76853728,2.178703704,0.581350727,1.033333333,12.86666667,55706118,13070.5742,55678486,55734469,1405,531,748,126
6/26/2018,6253.55,6290.16,6093.67,6093.67,1.04308E+11,1.067591651,172678.204,1.901796082,59.34957083,5.0775E+12,609799528.3,97662.61819,36850961.53,10.925,11395190.5,135933,187887,1338.383562,195404,410397,879369.8474,17117450,363193880.4,201953.0378,32.34384664,2657.227083,1727.224379,145.5,10553,1807.596539,885.786207,604.7333333,24018.91667,13004902.48,6596478.292,76022,22163856.5,127946394,2.275208333,0.713702893,1.016666667,13.5,55830189.42,44215.17204,55750050,55898456,1405,527,724,154
6/25/2018,6171.97,6327.37,6119.68,6249.18,1.06958E+11,0.920947834,172522.3356,1.820586961,61.44671555,5.0775E+12,675604827,109699.7935,39627403.83,8.25,12092548.55,137781,190416,1274.987261,200173,415602,1293772.802,17115625,501623219.9,213583.5164,34.68013653,2339.454977,2121.148073,67.5,10299,1482.395428,1105.548344,254.9166667,34037.7,3106215.903,2576514.655,25321,9347551,102227436,2.288159722,0.767289109,0.966666667,16.66666667,55958846.71,34797.20925,55886541,55997090,1313,510,679,124
