date,open,high,low,close,market_cap,avg_block_size,blocks_size,cost_per_transaction_percent,cost_per_transaction,difficulty,est_transaction_volume_USD,est_transaction_volume,hash_rate,median_confirmation_time,miners_revenue,n_transactions_excl_chains_longer_than_100,n_transactions_excl_popular,n_transactions_per_block,n_transactions,n_unique_addresses,output_volume,total_bitcoins,trade_volume,transaction_fees_USD,transaction_fees,mempool_count_mean,mempool_count_stddev,mempool_count_min,mempool_count_max,mempool_growth_mean,mempool_growth_stddev,mempool_growth_min,mempool_growth_max,mempool_size_mean,mempool_size_stddev,mempool_size_min,mempool_size_max,wallets_created,transactions_per_sec_mean,transactions_per_sec_stddev,transactions_per_sec_min,transactions_per_sec_max,utxo_count_mean,utxo_count_stddev,utxo_count_min,utxo_count_max,news_stories_total,news_stories_positive,news_stories_negative,news_stories_neutral
8/22/2016,581.31,588.45,580.59,586.75,9286647694,0.786219352,80024.44449,0.821706525,5.25520077,2.17375E+11,146968577.6,249916.8086,1718121.224,7.083333333,1168789.125,152342,235298,1445.289308,229801,409008,1991498.22,15830400,19463587.6,38861.2671,66.08272332,3664.155556,1526.440169,1427,9337,1271.189109,728.1280871,501.85,7882.383333,2716458.737,1130976.477,1079939,6274567,8401982,2.626354167,0.6747278,1.366666667,6.683333333,42054086.67,10155.07647,42039316,42074999,12,5,3,4
8/21/2016,581.94,584.16,580.22,581.31,9199366517,0.614909926,79899.43562,1.52995563,6.55357234,2.17375E+11,79203717.81,136485.1852,1761344.399,6.816666667,1182381.625,118883,226083,1134.380368,184904,357816,1338909.577,15828425,15404607.04,29400.11499,50.66277505,2323.884028,1216.146896,1425,8699,1019.673669,709.3097914,389.5,8996.666667,1628201.242,645817.1538,1086087,4337600,8389115,2.06900463,0.505636835,1.116666667,8.75,42034157.5,17684.46215,42005506,42059489,8,1,3,4
8/20/2016,576.08,582.82,575.46,581.7,9204384754,0.715836731,79799.2053,1.029436306,5.562982381,2.17375E+11,113672352.8,195430.8481,1685703.842,7.366666667,1134217.5,130884,181617,1348.410256,210352,400866,2110969.438,15826387.5,16537121.83,35966.96973,61.83610372,3340.245139,1531.85929,1293,9683,1072.232963,654.1525241,376.6833333,8404.033333,2351517.77,1126097.491,950218,6330458,8376577,2.367974537,0.665598828,1.183333333,6.833333333,42005494.71,14765.64304,41981367,42035787,13,8,5,0
8/19/2016,574.34,578.24,574.18,575.63,9107313927,0.790802331,79687.53477,0.732877422,4.672116507,2.17375E+11,156886332.9,273688.2803,1664092.254,9.05,1108626.82,149365,206355,1598.019481,246095,403011,2377047.791,15824450,15567926.14,46316.76189,80.79961253,5149.997917,2817.550363,1847,15324,1307.044375,629.9933697,569.0333333,7864.083333,3734787.854,1922778.032,1373186,9903293,8364568,2.842372685,0.786307546,1.483333333,7.1,41998287.29,10065.33364,41982244,42015851,20,10,6,4
8/18/2016,573.71,577.79,573.43,574.32,9085487925,0.798859013,79565.75121,0.808525763,4.782069693,2.17375E+11,141677830,247545.6991,1664092.254,8.15,1105741.56,150826,241815,1555.461039,239541,405409,2327792.805,15822525,24259885.21,43766.5063,76.47075341,3977.761111,3342.87063,1185,14379,1295.545856,737.6473034,536.45,8135.883333,2827197.049,1760136.317,973541,7451093,8351388,2.695023148,0.609412187,1.583333333,7.266666667,41937850.63,12810.99733,41927832,41976565,26,12,12,2
8/17/2016,577.76,580.89,571.43,573.22,9066995409,0.949801211,79442.72692,0.56638866,3.871172078,2.17375E+11,162671083.2,284474.5522,1329112.645,11.36666667,883763.265,155654,235996,1934.98374,238003,394403,1999807.956,15820600,21788909.85,42161.94311,73.73160399,6361.770833,3264.67615,1185,15568,1256.539977,723.9863996,479.5166667,10967.28333,6176418.942,2183536.401,973541,11293555,8338537,2.687939815,0.622851027,1.466666667,7.083333333,41904320.5,15097.54271,41885948,41927832,27,14,8,5
8/16/2016,567.24,581.74,566.72,577.44,9132941526,0.920649478,79325.90137,0.562771231,4.007666547,2.17375E+11,182623774.5,317055.164,1469587.965,10.56666667,984960,160380,234708,1885.639706,256447,413844,2767413.529,15819062.5,20633789.33,48554.06289,84.29524807,7681.688194,4990.467916,1918,19830,1298.270023,654.8758029,536.5,7787,6631639.502,3328977.394,1807886,13808586,8325833,2.806979167,0.804390903,1.383333333,7.083333333,41840615.75,19979.69345,41813022,41867751,39,22,10,7
8/15/2016,570.49,573.58,563.24,567.24,8970719083,0.809769733,79200.69304,0.887322738,5.277289204,2.03484E+11,120670960.5,213376.7626,1577645.903,7.833333333,1035485.43,137068,252856,1389.69863,202896,384259,2077130.23,15817375,19039255.21,38648.6203,68.34053066,5449.345833,4826.491664,1504,20603,1301.476713,1016.744482,399.0166667,8158.65,5131970.983,3331506.546,1217094,12709669,8313574,2.503969907,0.774258832,1.166666667,7.683333333,41844711.75,12983.82536,41818229,41867022,26,11,4,11
8/14/2016,585.59,585.67,564.78,570.47,9020848475,0.636927165,79082.46666,1.033872138,5.988422853,2.01893E+11,116178765.9,204252.4014,1645931.215,7.25,1167746.4,128659,199828,1223.030488,200577,360393,1718002.717,15815550,15817470.27,35099.89055,61.70866834,2677.776389,1009.965157,1284,6485,1022.730208,430.8092587,435.2333333,3967.783333,1772248.226,525783.0423,1027870,3671173,8301680,2.285694444,0.704846485,1.133333333,7.133333333,41828941.92,15398.87771,41807651,41859050,6,4,1,1
8/13/2016,587.36,589.77,584.98,585.59,9258715472,0.667146262,78978.01061,1.171326806,5.674582388,2.01893E+11,105251816.9,180457.4658,1645931.215,8.216666667,1197995.5,136788,197135,1324.737805,217257,367024,2087321.606,15813512.5,11882577.72,37180.2458,63.74667089,3034.413889,1522.821642,1262,9653,1025.588669,380.2164069,417.7666667,4281.25,1842547.722,841373.8168,858136,5311069,8291140,2.438923611,0.782322325,1.216666667,7.533333333,41782229.92,11622.73704,41763054,41805002,11,5,5,1
8/12/2016,588.8,589.91,583.81,587.56,9288722581,0.805274221,78868.59862,0.746223021,4.850311595,2.01893E+11,151428140.4,259072.9519,1495388.726,8.733333333,1093307.25,148308,212890,1563.577181,232973,389496,1924492.133,15811475,15437752.08,41360.39317,70.76200713,4333.60625,2801.357399,1290,14793,1221.313113,714.7553365,502.6333333,8074.6,3116474.011,2144363.737,923891,10834096,8279883,2.681145833,0.773187888,1.433333333,7.966666667,41773190.63,13575.35253,41748610,41798019,25,11,5,9
8/11/2016,592.12,597.54,589.12,589.12,9312340020,0.860473213,78748.61276,0.61735991,4.544676766,2.01893E+11,187360466.6,316658.4413,1505424.892,9.733333333,1115316.8,156302,228078,1696.766667,254515,408263,2254855.173,15809612.5,26073725.34,47288.407,79.92226711,4987.586111,2771.137218,1376,13472,1280.560359,683.9899186,507.1333333,8385.216667,4292995.028,2148296.733,1027440,9415267,8267543,2.851493056,0.835856205,1.466666667,8.583333333,41735408.96,21212.29329,41712147,41779589,23,6,11,6
8/10/2016,587.65,599.98,586.37,592.1,9358441335,0.831126901,78619.54178,0.665543858,4.736587858,2.01893E+11,174776758.7,296860.7367,1525497.224,8.116666667,1123923.75,157332,249758,1615.664474,245581,417668,2174752.253,15807737.5,34991566.08,44590.98263,75.73839938,4703.455556,3579.429525,1298,17865,1320.790093,687.389546,517.5,7472.55,4300221.538,2745203.841,1007929,12333387,8254418,2.870081019,0.967922766,1.466666667,19.93333333,41680555.17,13121.1691,41660320,41705638,27,11,11,5
8/9/2016,591.04,591.09,584.79,587.8,9289374235,0.881475904,78493.21049,0.649838874,4.233512205,2.01893E+11,152251392.8,252030.1156,1254520.743,12.7,949947.25,154383,241037,1869.632,233704,393099,2241996.821,15805850,15780612.33,45482.48634,75.28966453,7337.661806,5387.977883,1449,22366,1214.676609,633.0213092,446.9166667,7227.666667,5334831.818,2994935.123,1182323,12644412,8241749,2.667731481,0.749770269,1.316666667,7.316666667,41620518.42,22527.55646,41596321,41668119,19,13,4,2
8/8/2016,592.74,592.99,588.05,591.05,9339910963,0.840312893,78383.026,0.833215025,4.98326381,2.01893E+11,141320110,233934.961,1495388.726,9.816666667,1137218.25,146715,230087,1585.845638,236291,411266,1974802.124,15804300,15361103.59,52364.13883,86.68124289,5652.15,2812.628834,1414,14371,1290.754074,709.1614629,415.7666667,7848.283333,5965679.115,2681874.025,1180020,11053931,8229264,2.706053241,0.84396931,1.35,7.616666667,41586509.92,22355.03552,41552039,41620620,32,11,6,15
8/7/2016,587.77,597.51,586.82,592.69,9364710627,0.768321162,78257.81938,0.735038553,5.903960495,2.01893E+11,154550349.7,260800.4552,1485352.56,8.05,1101643.4,125146,232542,1300.094595,192414,345480,1875748.716,15802450,20475426.29,39694.65463,66.98389239,3096.350694,1108.675918,1522,6973,1175.480856,946.4720157,407.4666667,10346.68333,2472189.189,916249.3242,1140606,7325232,8217306,2.206053241,0.705198585,1.15,8.9,41549429.17,8463.081671,41532708,41563061,19,14,3,2
8/6/2016,575.03,588.4,569.47,587.78,9286055404,0.617506611,78144.10785,1.080601983,6.43714742,2.01893E+11,117085456.3,198726.1215,1676039.713,6.65,1232269.97,126613,187174,1176.952096,196551,342340,1521422.441,15800600,24272426.92,35314.51252,59.9384102,2744.45,994.0577263,1463,7638,1037.224734,660.0261459,347.6166667,7904.416667,2520715.39,1313800.195,1229353,6337455,8206927,2.233240741,0.561915102,1.083333333,5.95,41546024.21,10062.07376,41523554,41557603,7,1,4,2
8/5/2016,578.28,578.28,569.98,575.04,9083715053,0.701046036,78040.98425,0.799293161,5.525418205,2.01893E+11,157782352.5,273623.6691,1696112.045,6.916666667,1223918.4,142609,193599,1350.556213,228244,381030,2291567.352,15798525,16566325.51,42991.55288,74.55527344,3602.263889,1574.544562,1522,9908,1175.953715,722.1064705,476.8333333,8648.983333,6084816.439,882585.946,4814896,8858564,8195575,2.622627315,0.761707178,1.45,8.083333333,41492153.71,20840.1397,41464233,41520731,33,19,7,7
8/4/2016,566.33,579.5,565.78,578.29,9133817995,0.780742627,77922.50747,0.544988311,4.924251857,2.01893E+11,209474938.5,363684.3962,1535533.39,7.483333333,1102137.73,138959,225242,1515.261438,231835,387986,3004674.78,15796412.5,24001987.5,40052.17917,69.53744777,4025.145139,2049.004486,1547,10498,1274.637512,842.5599918,495.7,11368.98333,6588503.055,1556442.603,4853907,11122608,8183832,2.689386574,0.892262384,1.333333333,8.733333333,41489761.38,11922.16629,41475329,41513191,41,10,10,21
8/3/2016,548.66,573.36,541.55,566.35,8944279139,0.793517857,77803.05384,0.598517371,4.999623065,2.01893E+11,205115591.3,363680.1264,1686075.879,7.5,1187784,142540,227597,1461.60119,245549,403778,2517778.748,15794500,48103787.93,43252.44399,76.68873047,3765.098611,1360.669919,1576,8397,1310.817801,964.0674887,161.6,22442.06667,3934001.699,1036581.723,2039387,6925930,8171299,2.712743056,0.833972096,0.366666667,8,41487457.92,7524.024576,41472837,41504102,99,39,26,34
8/2/2016,606.4,612.85,531.33,547.47,8644864335,0.860243142,77669.74284,0.382220698,4.83488316,2.10798E+11,319085008.1,528295.1839,1555605.722,8.333333333,1174458.555,156119,243031,1627.432258,252252,412309,3536817.41,15792425,57403494.65,49378.3218,81.75354194,4764.370139,1784.030791,2060,12701,1409.053877,764.5729403,540.0166667,10523.48333,5181441.138,1587396.366,2818101,10540359,8156634,2.879513889,0.774455153,1.466666667,7.1,41471899.42,8024.408021,41459907,41491662,28,17,4,7
8/1/2016,624.6,626.12,605.88,606.27,9572348580,0.814182516,77536.40516,0.692890826,5.338457948,2.13493E+11,173391619.3,286578.7705,1623753.778,8.35,1158954.12,143570,249886,1470.908497,225049,402353,1726830.891,15790500,39937694.38,44275.62281,73.17800941,4423.222222,1581.432466,1830,9551,1314.324792,711.8026799,464.4666667,7815.066667,3666538.477,1069023.404,1550039,6374564,8144534,2.613206019,0.701851093,0.883333333,5.85,41491757.71,11193.07082,41471363,41508599,20,7,9,4
7/31/2016,655.1,655.28,624.36,624.68,9861866433,0.794571935,77411.83523,0.853266753,6.487855524,2.13493E+11,146181270.1,234107.2837,1634366.548,7.883333333,1205755.02,127228,223007,1248.402597,192254,344751,1858564.337,15788587.5,38521947.41,45307.67592,72.5596168,3377.657639,1076.814546,1542,6672,1247.805324,684.0056801,482.6333333,7904.383333,3482238.558,1607810.15,1191254,7970660,8133328,2.203344907,0.606967212,1.1,6.616666667,41516935.88,25964.79961,41472584,41562059,7,4,3,0
7/30/2016,657.01,658.22,654.21,655.05,10340045284,0.870160471,77289.47115,0.991569944,5.09699619,2.13493E+11,102541348.1,156642.5531,1262919.605,11.41666667,979638.83,127772,190326,1676.336134,199484,364415,1878531.691,15786662.5,11399491.46,43021.93789,65.72047583,6967.246528,2381.300891,1935,12515,1175.717384,726.3014345,446.95,7735.2,9816888.308,3247321.226,1681560,14292047,8123646,2.324444444,0.698838122,1,7.5,41529308.21,31054.05801,41481426,41573533,4,3,0,1
7/29/2016,655.11,657.8,654.79,656.99,10369809306,0.822371966,77185.92206,0.839645803,5.438545442,2.13493E+11,149891245.8,227449.1219,1560077.16,10.36666667,1216861.965,145297,197597,1574.244898,231414,358940,2139879.12,15785175,16612345.87,47624.67988,72.26700639,5319.208333,2842.120695,1843,13825,1231.574745,728.8811297,467.2166667,8478.683333,3608974.822,1514816.689,1358566,7553702,8113706,2.665011574,0.826601113,1.316666667,7.633333333,41478032.29,7837.829044,41461387,41493094,10,5,4,1
7/28/2016,654.49,657.59,654.49,655.03,10337749269,0.876140796,77065.03338,0.691310938,4.942031386,2.13493E+11,169387536.7,258185.1581,1453949.462,10.3,1126800.225,152996,229402,1729.532847,236946,393901,2487467.294,15783337.5,16449698.25,47474.69386,72.36223857,5744.894444,1880.959721,2143,11201,1247.329803,694.3368744,381.1,8364.85,5341119.901,1675691.058,2393924,9277578,8102635,2.699953704,0.751502753,1.266666667,6.966666667,41446125.83,17648.67316,41422154,41486606,19,3,13,3
7/27/2016,651.63,657.46,648.45,654.35,10325917979,0.921787445,76945.00209,0.64707178,4.662898683,2.13493E+11,169779142.3,258845.1805,1358434.534,11.63333333,1056015.1,152837,234472,1840.648438,235603,372678,2515469.557,15781637.5,27438393.39,49136.91847,74.91411699,6738.25625,3042.296553,2233,17078,1314.344132,676.4116193,581.3166667,8241.783333,9107851.013,2086128.907,5302340,15777495,8091577,2.715243056,0.720329577,1.35,6.516666667,41414614.04,7262.993666,41399300,41429438,25,16,7,2
7/26/2016,654.23,656.22,645.88,651.78,10284392843,0.923046465,76827.0133,0.620232982,4.63471986,2.13493E+11,177602256.8,271397.0917,1369047.303,10.65,1058492,157177,232995,1842.426357,237673,403997,2310580.418,15780037.5,30492846.56,46327.77321,70.79427446,5995.777083,3089.433201,1786,16909,1291.706181,615.2214667,559.0166667,7260.916667,5385928.012,2452901.078,1357004,11482702,8078936,2.728541667,0.726206628,1.433333333,7.116666667,41384471.08,13696.40697,41349120,41408788,22,8,11,3
7/25/2016,661.26,661.83,653.4,654.1,10319876749,0.910662182,76707.9403,0.826729036,4.679900219,2.13493E+11,136159538.3,208032.7853,1400885.613,9.916666667,1083868.56,151664,234239,1822.219697,240533,394635,1930722.479,15778425,22293453.09,45728.93935,69.86744182,4714.308333,2062.151948,1500,12036,1296.233426,701.0120241,459.6166667,7616,3549659.265,1248651.966,1126292,7351453,8066462,2.73681713,0.846770298,1.15,6.616666667,41302229.25,19688.21377,41272925,41339633,29,14,9,6
7/24/2016,655.41,663.11,652.79,661.28,10432244355,0.794683619,76587.7329,0.824094163,5.769034421,2.13493E+11,130573193.9,197365.691,1337208.994,9.983333333,1044634.82,126966,237540,1480.325397,186521,352244,1865551.593,15776787.5,23219394.38,34057.56932,51.47913981,3803.493056,1752.034997,1682,9632,1012.62338,714.6696969,431.5,8031.916667,2678641.971,1757197.226,1153040,9851364,8055026,2.140601852,0.731405816,1.166666667,8.35,41236369.58,13402.56513,41214943,41272557,5,1,3,1
7/23/2016,650.73,656.37,648.52,655.56,10340881944,0.826302038,76487.60276,0.968568896,5.671848156,2.13493E+11,114656292,175261.8344,1390272.843,9.8,1073869.3,136013,184338,1494.625954,195796,332946,1834612.756,15775237.5,22033362.32,39272.68161,60.03161359,3919.929167,1562.393399,1716,9433,1092.609456,702.0930324,409.7833333,7801.916667,3816751.949,2016854.131,1167363,9108088,8045809,2.215231481,0.639723279,1.166666667,7.116666667,41210808.13,11521.47054,41193090,41229408,5,2,2,1
7/22/2016,664.92,666.58,646.72,650.62,10261989674,0.863989124,76379.35719,0.670228112,4.914548097,2.13493E+11,162347801.7,250316.5452,1369047.303,10.51666667,1049710.545,147417,193971,1716.310078,221404,368179,2421306.202,15773600,36015630.81,42281.48191,65.19185579,5587.886111,2924.465666,1580,14196,1210.176944,752.082181,432.2666667,8268.5,4891137.688,2675857.234,1154056,11294217,8036289,2.531180556,0.775619735,1.15,7.2,41181705.83,12006.68607,41164469,41203371,15,5,5,5
7/21/2016,665.23,666.22,660.41,665.01,10487976073,0.809272632,76267.9026,0.823001406,5.265280085,2.13493E+11,139216838.4,209345.4812,1411498.383,9.783333333,1108239.165,145861,218874,1636.135338,217606,364285,2207379.88,15771987.5,19396531.87,40177.41314,60.4162541,4547.325,2247.082979,1400,12761,1168.890741,648.6227414,466.4333333,6841.583333,3348891.605,1464426.261,1165791,7297177,8026140,2.533981481,0.803992122,1.2,7.95,41135772.54,15864.18871,41100926,41157669,32,11,10,11
7/20/2016,672.81,672.93,663.36,665.68,10497527596,0.798784267,76160.26934,0.772402317,5.689027614,2.13493E+11,167509836.8,251060.1412,1591915.469,8.716666667,1253687.59,151782,215360,1516.193333,227429,378815,2456917.483,15770325,21835386.17,42831.11115,64.19434833,5065.331944,3558.138121,1357,16594,1213.921725,674.9102987,510.3333333,7576.5,4070387.429,2905917.753,1056703,10876981,8015050,2.618368056,0.764929142,1.4,7.2,41090579.17,6008.984372,41071680,41099155,14,6,3,5
7/19/2016,672.74,673.28,667.63,672.86,10609525767,0.860789297,76040.4517,0.472402503,5.057791029,2.13493E+11,237841255.9,351789.3415,1358434.534,9.8,1084448.36,139404,224494,1735.515625,222146,373620,2539145.564,15768450,18855335.64,41824.04584,61.86165427,5371.638194,2742.344513,1588,13143,1168.61272,652.0578167,15.46666667,7948.816667,4822553.372,2140472.759,1200627,9040684,8003788,2.559895833,0.848362203,0.016666667,7,41055803.88,11736.56019,41036838,41093367,18,9,5,4
7/18/2016,679.81,681.55,668.63,673.11,10612299585,0.820297752,75930.27067,0.661906913,5.755168031,2.13402E+11,196352735.7,290402.4843,1581302.699,7.95,1260663.03,132359,219576,1515.61745,225827,384160,2274871.735,15766850,30616321.59,40361.58088,59.6941179,4026.184028,1952.67752,1677,13492,1285.614097,987.1758193,418.8,8914.883333,3932284.076,1905780.198,1393174,9785287,7992529,2.531354167,0.904060527,1.216666667,8.65,41002339.75,13525.86235,40980378,41033930,14,8,5,1
7/17/2016,661.99,682.36,661.99,679.46,10711263460,0.709356215,75808.0463,0.804062985,7.59712075,2.13399E+11,161580179,237589.9585,1580609.599,7.266666667,1266649,110583,222808,1147.738255,171013,330330,2055306.6,15765000,26346610.6,32557.41082,47.87291321,3184.413194,1105.214353,1654,7102,1053.537407,594.6818055,319.9166667,8200.583333,2407907.495,829326.4873,1324360,5210092,7982245,1.957986111,0.514381501,0.866666667,6.55,41018362.54,14888.6685,40990054,41040270,8,1,5,2
7/16/2016,663.78,666.46,659.33,660.77,10415413843,0.688478471,75702.35222,1.028400129,7.327640211,2.13399E+11,129816925.1,195758.0112,1665474.544,7.766666667,1302095.025,120488,165887,1160.458599,182192,356533,1965918.497,15763137.5,13030366.56,33605.55039,50.67563958,3117.613194,969.7518204,1612,6646,1083.928287,681.9328745,422.2333333,8290.666667,2340700.388,669769.6304,1306316,5302302,7972942,2.081354167,0.59373006,1,6.45,41062791.75,11144.40765,41037804,41078033,8,3,3,2
7/15/2016,659.17,667.08,659.04,663.26,10453381650,0.790217274,75594.2611,0.620036295,5.380341638,2.13399E+11,187503475.3,281068.3025,1432095.946,8.983333333,1127082.345,136458,178573,1600.6,216081,367739,3349411.144,15761175,26928546.84,36841.47639,55.22548963,4451.153472,2081.988779,1711,11136,1159.602384,698.0744752,499.3833333,9266.6,3432372.877,1339778.495,1403741,7562047,7963235,2.492662037,0.856705471,1.2,8.25,41043357.67,20947.30201,41009220,41077964,19,7,6,6
7/14/2016,652.92,662.9,652.92,658.08,10370714378,0.799856282,75487.58177,0.736351438,5.495371723,2.13399E+11,164674255.3,248982.0761,1506352.773,9.233333333,1175290.03,140185,212927,1553.908451,220655,367953,2136183.929,15759487.5,34318017.31,38613.99752,58.38309851,4276.128472,1740.794657,1611,10010,1146.463715,639.8379908,470.15,7421.516667,3727939.198,1530695.81,1201625,7295778,7953019,2.478784722,0.794823145,1.316666667,8.1,40981974.04,15076.76741,40960229,41009801,19,9,9,1
7/13/2016,664.8,668.7,654.47,654.47,10312716681,0.818662354,75374.00218,0.587796483,5.063159987,2.13399E+11,187860898,285567.9835,1379055.355,10.73333333,1070321.95,139396,218539,1677.638462,218093,367252,2266429.111,15757725,53026862.77,35233.50096,53.55856344,5370.158333,2431.014571,1725,12519,1183.857847,731.0919667,479.75,8004.166667,5395473.559,2694255.268,1198401,10237538,7942210,2.493032407,0.763411265,1.283333333,7.483333333,40941938,12559.92816,40930939,40980295,19,6,3,10
7/12/2016,648.28,675.26,646.78,664.55,10470577835,0.775825874,75267.57607,0.643601347,5.691357636,2.13399E+11,193691457.4,285684.8293,1516960.891,9.266666667,1213263.105,142783,215689,1531.706294,219034,379937,2314128.385,15756112.5,48343367.13,34693.70336,51.17140866,4309.402083,2033.211382,1622,10668,1147.741632,651.4951323,441.75,7487.833333,3491863.783,2007892.986,1161646,8012285,7930745,2.477569444,0.818564729,1.233333333,10.46666667,40895420.79,13667.45937,40882071,40927009,40,17,11,12
7/11/2016,648.48,659.63,644.98,647.66,10203318330,0.793286692,75156.63297,0.718976764,5.498326109,2.13399E+11,166782085.8,256591.7719,1516960.891,7.966666667,1162507.115,135910,216859,1525.097902,218089,395742,2224457.952,15754325,26402272.48,37267.3177,57.33521701,3243.641667,1212.066036,1288,8182,1199.371898,715.7478081,332.4333333,9575.433333,2343404.237,796140.7833,929019,5326420,7917882,2.508402778,0.916565683,1.016666667,7.816666667,40848293.17,16202.5471,40828315,40885335,36,13,17,6
7/10/2016,650.6,652.29,641.26,649.36,10229001841,0.585813686,75043.19298,1.2567589,7.946515724,2.13399E+11,102817416.2,158229.3262,1654866.426,6.8,1267110,112170,215257,1042.358974,162608,325550,1522989.688,15752537.5,28357316.1,25057.0288,38.56114004,2891.625,923.5768879,1241,6698,876.5157986,690.2359932,326.5833333,8999.316667,2114324.131,610983.0854,878437,4113757,7905647,1.83369213,0.504727541,0.966666667,5.25,40793564.54,20644.07438,40766495,40828822,11,5,2,4
7/9/2016,666.38,666.38,633.4,650.96,10252979330,0.658053181,74951.80604,1.465001557,11.14844521,2.13399E+11,141090463.3,216545.8726,1580609.599,7.683333333,2036093.75,121097,159319,1244.328859,185405,355380,1891222.925,15750587.5,78574448.69,30883.73368,47.40040469,3211.676389,936.5366376,1723,6608,981.985625,681.2048576,275.3,9145.65,2594550.947,1000891.607,1304285,5589356,7893747,2.090694444,0.678414715,0.933333333,6.183333333,40761724.13,28663.39769,40730039,40801980,18,9,2,7
7/8/2016,640.69,666.71,636.47,666.52,10496037616,0.779844966,74853.75612,1.266732132,11.56751572,2.13399E+11,192407460.7,290689.6219,1538177.127,9.2,2401373.2,138869,182331,1453.110345,210701,363919,2290691.942,15747450,46643049.38,37899.62966,57.25884524,3979.117361,2010.331733,1741,12903,1150.997257,752.8708876,420.1333333,9303.033333,2647678.195,993009.6943,1347014,6613766,7882776,2.414699074,0.718254208,1.2,7.25,40694253,15012.12043,40675399,40729164,21,7,5,9
7/7/2016,678.09,682.43,611.83,640.56,10084880016,0.822317428,74740.6786,1.056741863,10.28593219,2.13399E+11,211036735.6,331850.0733,1463920.3,8.75,2195264.88,137602,208475,1571.101449,216812,364414,2848551.123,15743825,93994828.71,36120.53096,56.79864603,3508.332639,1737.544086,1157,10429,1176.591806,737.8212821,384.15,8359.8,2530729.436,928944.9758,982901,5595703,7870956,2.449930556,0.702895054,1.2,7.083333333,40666730.33,12500.68272,40648634,40683518,37,15,8,14
7/6/2016,670.42,681.9,670.42,677.33,10661460872,0.797548,74627.19879,1.309520103,11.19878643,2.13399E+11,183599980.7,271525.3049,1485136.536,9.566666667,2367306.18,141200,214306,1533.507143,214691,373956,2039637.043,15740400,27360174.46,37648.65658,55.67845334,3561.256944,1554.940827,842,8957,1149.944444,749.4771299,439.6,15730.9,2793286.621,1174017.464,662008,6522088,7859275,2.450115741,0.808600058,1.166666667,7.4,40641173.54,17265.57654,40613345,40674026,21,8,5,8
7/5/2016,683.21,683.49,665.07,670.63,10553590036,0.789159441,74515.54207,1.255207286,11.43069326,2.13399E+11,195754949.9,293248.2696,1538177.127,8.516666667,2420500.04,139230,212915,1482.475862,214959,383808,2054743.903,15736900,31161665.03,37297.89263,55.87364447,3845.348611,1876.768328,1233,10806,1166.425243,751.6190135,443.2833333,8760.683333,4242985.713,2203402.806,958294,9850822,7846764,2.440277778,0.768025103,1.216666667,7.3,40600820.38,15050.3486,40582971,40634795,25,8,7,10
7/4/2016,658.8,683.66,650.51,683.66,10756225162,0.739326497,74401.11395,1.589214856,12.12217,2.09558E+11,163158062.2,241008.6889,1601825.836,7.633333333,2555599.5,137095,211423,1416.556291,213900,403350,2599568.95,15733275,33361880.21,37332.66276,55.14588726,3283.531944,1270.433035,1047,8033,1131.971759,794.0668242,338.1666667,8950.8,2963364.499,1599778.441,780032,8743290,7835149,2.419675926,0.876254526,1.05,8.216666667,40550017.96,20956.29022,40530392,40598388,6,3,2,1
7/3/2016,704.97,704.97,649.01,658.66,10360455388,0.614648812,74289.47565,1.686882531,14.51309417,2.09453E+11,152391217.7,230927.2745,1603443.84,8.25,2541313.41,116885,211618,1150.175325,177127,352911,1737085.84,15729500,57134569.8,30007.3308,45.47185343,3248.689583,1489.233688,1296,8972,920.8924421,615.0480621,381.6333333,7806.35,2829599.856,1613031.594,1045608,6802485,7824850,2.015648148,0.554094241,1.116666667,7.933333333,40487913.42,20963.81178,40466725,40530166,7,3,2,2
7/2/2016,676.73,703.7,676.4,703.7,11066171356,0.694817161,74194.81974,1.567079155,13.38454543,2.09453E+11,169860690.5,241080.7722,1551383.975,8.1,2625265.08,127541,172215,1334.731544,198875,344995,2151502.299,15725650,45483640.65,37290.97332,52.92652832,2631.9125,992.6381332,650,5820,1069.396088,822.6498324,342.0833333,9044.516667,2810625.75,1339783.561,580435,6073922,7815620,2.231527778,0.706026965,1.083333333,5.983333333,40461064.54,19696.02051,40427680,40482343,8,3,5,0
7/1/2016,672.52,686.15,669.59,676.3,10632674990,0.751746796,74091.29198,1.372456452,12.77561252,2.09453E+11,195860775.9,290271.6204,1634679.759,8.166666667,2649743.25,142450,194563,1340.184713,210409,375377,2071603.871,15721925,61281896.97,39710.10568,58.85158307,3744.375,2013.025164,998,11235,1234.850289,796.0286414,233.3666667,8905.566667,3593160.26,1610265.682,734659,8279824,7805180,2.380173611,0.590431718,0.616666667,5.816666667,40439616.38,11440.38236,40422058,40463462,18,8,3,7
6/30/2016,640.59,675.4,636.61,673.34,10583527799,0.79751048,73973.26773,1.129072508,11.11881725,2.09453E+11,228428274.7,337666.8904,1561795.948,9.433333333,2538866.97,149791,206976,1546.4,231960,402792,2084880.761,15718050,66687600.55,42283.35044,62.5040288,4363.863889,2657.840877,985,13778,1251.0614,751.4262323,481.95,8273.983333,4306648.037,2496334.098,894059,9944540,7794814,2.63244213,0.808661761,1.25,7.65,40439139.04,20401.43791,40411803,40475070,23,11,6,6
